,id,Address,City,State,Zip,link,name,Latitude,Longitude,FeatureMatchingResultType
396,8069,2000 FIFTH AVE,RIVER GROVE,GR,60171.0,http://www.triton.edu/,TRITON COLLEGE,41.9130037977828,-87.8402030449633,Success
397,8584,"610 E. JOHN ST., ROOM G1, TURNER STUDENT SERVICES BLDG",CHAMPAIGN,IL,61820.0,http://www.uiu.edu/,UNIVERSITY OF ILLINOIS - URBANA CHAMPAIGN,40.109170276259896,-88.23020893614219,Success
398,9024,203 N. LASALLE,CHICAGO,IL,60601.0,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX,41.885830199450204,-87.63236050844891,Success
399,8656,500 WILCOX STREET,JOLIET,IL,60435.0,http://www.stfrancis.edu/,UNIVERSITY OF ST. FRANCIS,41.5328922,-88.0981506,Success
400,8210,1161 TEBALA BLVD,ROCKFORD,IL,61108.0,http://www.uiu.edu/locations/educationcenters/uscenters/rockford.html,UPPER IOWA UNIVERSITY- ROCKFORD CENTER,42.251933,-89.029605,Success
401,8767,RT.47 AT WAUBONSEE DRIVE,SUGAR GROVE,GR,60554.0,http://www.waubonsee.edu,WAUBONSEE COMMUNITY COLLEGE,41.771338,-88.459795,Success
402,7220,3300 RIVER DRIVE ROOM 2215,MOLINE,IL,61265.0,http://www.wiu.edu/qc/,WESTERN ILLINOIS UNIVERSITY,41.514470970005895,-90.49085335071449,Success
403,8488,102 MEMORIAL HALL,MACOMB,IL,61455.0,http://www.wiu.edu,WESTERN ILLINOIS UNIVERSITY,40.457219,-90.674006,Success
404,8018,7215 GRAPE ROAD,GRANGER,IN,46530.0,http://www.assu.us/,ASSU/COGNITIVE TESTING CENTER,41.742276000000004,-86.16169599999999,Success
405,8681,"11350 N. MERIDIAN STREET, SUITE 200",CARMEL,IN,46032.0,http://www.cuw.edu/,CONCORDIA UNIVERSITY - INDIANAPOLIS CENTER,39.9550431476842,-86.1580134706583,Success
406,9995,1700 S. MAIN STREET,GOSHEN,IN,46526.0,http://www.goshen.edu/,GOSHEN COLLEGE,41.5654029138484,-85.8284927689352,Success
407,7769,200 SEMINARY DRIVE,WINONA LAKE,LA,46590.0,http://www.grace.edu/,GRACE COLLEGE & THEOLOGICAL SEMINARY,41.219507,-85.818519,Success
408,8034,2303 COLLEGE AVE,HUNTINGTON,IN,1299.0,http://www.huntington.edu/,HUNTINGTON UNIVERSITY,40.880852844833704,-85.50645389479,Success
409,9521,1600 EAST WASHINGTON BOULEVARD,FORT WAYNE,WA,46803.0,http://www.indianatech.edu/,INDIANA INSTITUTE OF TECHNOLOGY,41.070631,-85.101842,Success
410,8206,"UNIVERSITY TESTING, ERICKSON HALL 231, 218 NORTH SIXTH STREET",TERRE HAUTE,HA,47809.0,http://www.indstate.edu/,INDIANA STATE UNIVERSITY,39.470391,-87.40929399999999,Success
411,8726,"KOKOMO, IN   46904",800,,7459.0,http://www.iuk.edu/,INDIANA UNIVERSITY,0.0,0.0,Unmatchable
412,8562,3400 BROADWAY,GARY,IN,46408.0,http://www.iun.edu/,INDIANA UNIVERSITY - NORTHWEST,41.5567045005009,-87.33663508543471,Success
413,9544,4601 CENTRAL AVENUECC ROOM 156H,COLUMBUS,IN,47203.0,http://www.iupuc.edu/,INDIANA UNIVERSITY PURDUE UNIVERSITY COLUMBUS,39.233901,-85.876002,Success
414,8683,"620 UNION DRIVE, SUITE G-003",INDIANAPOLIS,IN,5167.0,http://www.iupui.edu/,INDIANA UNIVERSITY-PURDUE UNIVERSITY - INDIANAPOLIS,39.7771004586194,-86.146347674196,Success
415,9556,"PO BOX 1033, WIEKAMP HALL 3183",SOUTH BEND,BE,7111.0,http://www.iusb.edu/,INDIANA UNIVERSITY - SOUTH BEND,40.72273,-74.232016,Success
416,8867,"UNIVERSITY CENTER SOUTH, STUDENT DEVELOPMENT CENTER, 4201 GRANT LINE RD, ROOM 203 (US 203)",NEW ALBANY,AL,47150.0,http://www.ius.edu/sdc,INDIANA UNIVERSITY - SOUTHEAST,38.307854999999996,-85.82684300000001,Success
417,9946,3449 JONATHAN MOORE PIKE,COLUMBUS,IN,47201.0,http://www.indwes.edu/,INDIANA WESLEYAN UNIVERSITY,39.199998129874395,-85.96346408029841,Success
418,9687,8211 W. JEFFERSON BLVD,FORT WAYNE,WA,46804.0,http://www.indwes.edu/,INDIANA WESLEYAN UNIVERSITY,41.055452,-85.243032,Success
419,8263,8415 GEORGIA STREET,MERRILLVILLE,IN,46410.0,http://www.indwes.edu/,INDIANA WESLEYAN UNIVERSITY,41.467461073192894,-87.32610605019511,Success
420,8781,"APS STUDENT SERVICES, 1900 WEST 50TH STREET",MARION,IN,46953.0,http://www.indwes.edu/,INDIANA WESLEYAN UNIVERSITY,40.532775,-85.658755,Success
421,9686,3777 PRIORITY WAY SOUTH DRIVE,INDIANAPOLIS,IN,46240.0,http://www.indwes.edu/,INDIANA WESLEYAN UNIVERSITY - INDIANAPOLIS NORTH CAMPUS,39.9195831626254,-86.1018144955356,Success
422,7269,"FORT WAYNE, IN   76805",260,,2012.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,0.0,0.0,Unmatchable
423,8628,3401 FIRST AVENUE,EVANSVILLE,IN,47710.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,38.0092937003894,-87.5741724311362,Success
424,8713,3701 DEAN DRIVE,FT WAYNE,WA,46385.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,41.473056,-87.061111,Success
425,8795,4475 CENTRAL AVE,COLUMBUS,IN,47203.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,39.24979902566721,-85.9041066898394,Success
426,7265,"BLOOMINGTON, IN   47404",812,,6137.0,http://www.distancetesting-bloomington@lists.ivytech.edu,IVY TECH COMMUNITY COLLEGE,41.584485,-72.865338,Success
427,7268,3401 FIRST AVENUE,EVANSVILLE,IN,47710.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,38.0092937003894,-87.5741724311362,Success
428,7266,"COLUMBUS, IN   47203",812,,5211.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,0.0,0.0,Unmatchable
429,7276,590 IVY TECH DRIVE,MADISON,IN,47250.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,38.7819149765905,-85.37555481265491,Success
430,7272,1701 TOUBY PIKE,KOKOMO,IN,46901.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,40.502584332747396,-86.1031739561233,Success
431,7275,1 IVY TECH WAY,LOGANSPORT,IN,46947.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,40.789744,-86.408796,Success
432,7267,22531 CR 18,GOSHEN,IN,46528.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,41.65964876393279,-85.9006676060615,Success
433,7271,"9301 E. 59TH STREET, ROOM 152",INDIANAPOLIS,IN,46216.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,39.8620776184146,-86.0042998063557,Success
434,7289,920 COUNTY LINE ROAD,BATESVILLE,IN,47006.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,39.3010980408295,-85.2325224454541,Success
435,7290,915 S. ZINC MILL ROAD,GREEN CASTLE,CA,46135.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,39.64758,-86.86721999999999,Success
436,7277,"MARION, IN   46952",765,,3319.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,0.0,0.0,Unmatchable
437,7278,4201 S. COWAN ROAD,MUNCIE,IN,47302.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,40.1566144807552,-85.40501897100359,Success
438,7279,2431 S. CRABTREE DRIVE,PRINCETON,IN,47670.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,38.353193,-87.56725899999999,Success
439,7285,3100 IVY TECH DRIVE,VALPARAISO,IN,46383.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,41.489214000000004,-87.074602,Success
440,7286,2545 SILVEUS CROSSING,WARSAW,IN,46580.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,41.2708751415379,-85.8718857997933,Success
441,7283,1034 31ST STREET,TELL CITY,CI,47586.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE,37.955260029756495,-86.73938346209559,Success
442,7264,815 EAST 60TH STREET,ANDERSON,IN,46013.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE - ANDERSON,40.054254195376295,-85.67737296029321,Success
443,9316,1815 EAST MORGAN STREET ROOM M100,KOKOMO,IN,46901.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE - KOKOMO CAMPUS,40.505568872142796,-86.1097947107559,Success
444,9930,3101 S. CREASY LANE,LAFAYETTE,IN,47905.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE - LAFAYETTE CAMPUS,40.384000937172104,-86.842569200348,Success
445,8360,50 WALNUT STREET,LAWRENCEBURG,IN,47025.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE - LAWRENCEBURG CAMPUS,39.092241557535296,-84.84691239089071,Success
446,8115,2357 CHESTER BLVD.MCDANIEL HALL RM.1128,RICHMOND,IN,47374.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE - RICHMOND CAMPUS,39.86060059879679,-84.8885621447952,Success
447,7281,8204 HIGHWAY 311,SELLERSBURG,IN,47172.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE - SELLERSBURG,38.3901122362243,-85.765165653194,Success
448,8487,8204 HIGHWAY 311PFAU HALL RM. G22,SELLERSBURG,IN,47172.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE - SELLERSBURG CAMPUS,38.392719,-85.760504,Success
449,8920,250 EAST SAMPLE STREET,SOUTH BEND,BE,46601.0,http://www.ivytech.edu/,IVY TECH COMMUNITY COLLEGE - SOUTH BEND CAMPUS,41.66514371474079,-86.2469739922797,Success
450,8196,IVY TECH STATE COLLEGE,1440 EAST 35TH AVE,EA,,888) IVY-LINE,IVY TECH STATE COLLEGE,0.0,0.0,Unmatchable
451,8388,1700 E. INDUSTRIAL DRIVE,TERRE HAUTE,HA,47802.0,https://www.ivytech.edu/,IVY TECH STATE COLLEGE - TERRE HAUTE CAMPUS,39.342640261025295,-87.39318066554951,Success
452,9333,3200 COLD SPRING ROAD,INDIANAPOLIS,IN,46222.0,http://www.marian.edu/,MARIAN UNIVERSITY,39.810899504260995,-86.2050809154462,Success
453,8445,138 N. LUCRETIA ST,OAKLAND CITY,CI,1099.0,http://www.oak.edu/,OAKLAND CITY UNIVERSITY,0.0,0.0,ExceptionOccurred
454,9328,1 ST. MARY OF WOODS COLL,ST,MA,47876.0,http://www.smwc.edu/,SAINT MARY OF THE WOODS,39.511739,-87.474237,Success
455,8493,9025 NORTH RIVER RD.,INDIANAPOLIS,IN,46240.0,http://www.strayer.edu/,STRAYER UNIVERSITY,39.9182757079669,-86.096433215345,Success
456,9520,"1400 EAST HANNA AVENUE, ESH HALL, ROOM 131",INDIANAPOLIS,IN,46227.0,http://www.uindy.edu/,UNIVERSITY OF INDIANAPOLIS,39.708045419427705,-86.13748636472309,Success
457,8724,601 NORTH SHORTRIDGE ROAD,INDIANAPOLIS,IN,46219.0,http://www.veritycollegeeducation.org,VERITY COLLEGE EDUCATION,39.7797385612145,-86.0397067220278,Success
458,9382,"1002 NORTH FIRST ST, SHAKE LRC - 22",VINCENNES,IN,47591.0,http://www.vinu.edu/,VINCENNES UNIVERSITY,38.686666733421,-87.52088935915751,Success
459,9175,"3450 N. ROCK ROAD, BLDG 400",WICHITA,KS,67226.0,http://www.bakeru.edu/,BAKER UNIVERSITY,37.7453983454429,-97.2445125588265,Success
460,9696,7301 COLLEGE BLVD. STE. 120,OVERLAND PARK,PA,66210.0,http://www.bakeru.edu/,BAKER UNIVERSITY,38.9247,-94.67832,Success
461,7254,2641 SW WANAMAKER ROAD,TOPEKA,KS,66614.0,http://www.bakeru.edu/,BAKER UNIVERSITY - TOPEKA,39.0189483001193,-95.7629597050868,Success
462,7201,"FORT RILEY LEARNING SERVICES AND MILITARY OPERATIONS, BUILDING 211 CUSTER AVENUE ROOM 211",FORT RILEY,RI,66442.0,http://www.bartonccc.edu/,BARTON COMMUNITY COLLEGE,39.05664,-96.77022,Success
463,7221,53474 LAWRENCE COURT,MCCONNELL AFB,AF,67221.0,http://www.butlercc.edu/,BUTLER COMMUNITY COLLEGE,37.6285824808239,-97.2458104359795,Success
464,9074,HAVERHILL RD/TOWANDA AVE,EL DORADO,DO,67042.0,http://www.butlercc.edu/,BUTLER COUNTY COMMUNITY COLLEGE,37.821764,-96.865086,Success
465,9151,600 PARK STREET,HAYS,KS,4099.0,http://www.fhsu.edu/,FORT HAYS STATE UNIVERSITY,38.8805266367822,-99.32094280249251,Success
466,7346,16025 W 113TH STREET,LENEXA,KS,66219.0,http://www.grantham.edu/,GRANTHAM UNIVERSITY,38.9232329082362,-94.7714357651571,Success
467,9186,"HOLTON HALL, RM 101B",MANHATTAN,KS,66506.0,http://www.ksu.edu/,KANSAS STATE UNIVERSITY,39.185143,-96.571471,Success
468,8346,200 S. 14TH STREET,PARSONS,KS,67357.0,http://labette.edu/,LABETTE COMMUNITY COLLEGE,37.3391183332844,-95.25588465210821,Success
469,8875,1415 ANDERSON AVE,MANHATTAN,KS,4081.0,http://www.mccks.edu/,MANHATTAN CHRISTIAN COLLEGE,39.1858363,-96.5791712,Success
470,8801,2030 E. COLLEGE WAY,OLATHE,KS,66062.0,http://www.mnu.edu/,MIDAMERICA NAZARENE UNIVERSITY,38.87442229581129,-94.78520208762251,Success
471,8655,1001 S. CEDAR,OTTAWA,KS,66067.0,http://www.ottawa.edu/,OTTAWA UNIVERSITY,38.6028559020185,-95.2658149716679,Success
472,9356,"4370 WEST 109TH STREET, SUITE 200",OVERLAND PARK,PA,66211.0,http://www.ottawa.edu,OTTAWA UNIVERSITY - OVERLAND PARK CAMPUS,38.924984,-94.64217,Success
473,9538,"1701 S. BROADWAY, WHITESITT HALL 206 B",PITTSBURG,KS,66762.0,http://www.pittstate.edu/,PITTSBURG STATE UNIVERSITY,37.412275,-94.698359,Success
474,9407,2562 CENTENNIAL RD,SALINA,KS,67401.0,http://www.salinatech.edu/,SALINA AREA TECHNICAL COLLEGE,38.7943988506128,-97.63447554653472,Success
475,8876,1801 NORTH KANSAS,LIBERAL,KS,1137.0,http://www.scc.edu/,SEWARD COUNTY COMMUNITY COLLEGE,37.0468242706581,-100.92883822525299,Success
476,9534,"7348 WEST 21ST STREET, SUITE 117",WICHITA,KS,67205.0,http://www.tabor.edu/,TABOR COLLEGE WICHITA,37.7230998922411,-97.25202038028091,Success
477,9543,1300 SUNNYSIDE AVENUE SUMMERFIELD HALL SUITE 350,LAWRENCE,KS,66045.0,http://www.ku.edu,UNIVERSITY OF KANSAS,38.9556529,-95.24977290000001,Success
478,8746,1700 SW COLLEGE AVE,TOPEKA,KS,66621.0,http://www.washburn.edu,WASHBURN UNIVERSITY,39.033339971789296,-95.701567235778,Success
479,9391,"1845 NORTH FAIRMOUNT, 320 GRACE WILKIE HALL",WICHITA,KS,91.0,http://www.wichita.edu/,WICHITA STATE UNIVERSITY,37.6906938,-97.3426776,Success
480,8577,1400 COLLEGE DR,ASHLAND,KY,41101.0,http://www.ashlandcc.edu/,ASHLAND COMMUNITY COLLEGE,38.4685875014184,-82.651801662053,Success
481,9118,164 OPPORTUNITY WAY,LEXINGTON,KY,40356.0,http://www.bluegrass.kctcs.edu/,BLUEGRASS COMMUNITY AND TECHNICAL COLLEGE,38.067580113874,-84.5373981494853,Success
482,9288,"FORT CAMPBELL CENTER, PO BOX 565",FORT CAMPBELL,CA,42223.0,http://www.erau.edu/,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,36.654747,-87.46266800000001,Success
483,8492,500 TECHNOLOGY WAY,FLORENCE,KY,41042.0,http://www.gateway.kctcs.edu/,GATEWAY COMMUNITY & TECHNICAL COLLEGE,38.986125,-84.64828100000001,Success
484,7171,"ENGLISH ARMY EDUCATION CENTER, 202 BASTOGNE AVENUE, ROOM 1218",FORT CAMPBELL,CA,42225.0,http://hopkinsville.kctcs.edu,HOPKINSVILLE COMMUNITY COLLEGE,37.2400490280629,-119.503235535758,Success
485,9947,1500 ALLIANT AVENUE,LOUISVILLE,KY,40299.0,http://www.indwes.edu/,INDIANA WESLEYAN UNIVERSITY,38.2220874,-85.5364403,Success
486,8568,400 E. MAIN ST. EXUM 106,FRANKFORT,KY,40601.0,http://kysu.edu/,KENTUCKY STATE UNIVERSITY,38.1994612964855,-84.85788079396391,Success
487,9768,99 POWELL ROAD EAST,MAYFIELD,KY,42066.0,http://www.mccks.edu/,MID-CONTINENT UNIVERSITY,36.8178999165988,-88.6486648894104,Success
488,8274,"1375 CHESTNUT ST., MURRAY, KY 42071 OAKLEY APPLIED SCIENCE BUILDING C 105",MURRAY,KY,9.0,http://www.murraystate.edu/testingcenter,MURRAY STATE UNIVERSITY,36.6126516052946,-88.32223071028092,Success
489,7910,"100 NUNN DR. UNIVERSITY CENTER BUILDING, ROOM. 101",HIGHLAND HEIGHTS,HE,41099.0,http://testing.nku.edu/,NORTHERN KENTUCKY UNIVERSITY,39.032312,-84.46336099999999,Success
490,7932,"7300 TURFWAY ROAD, SUITE 250",FLORENCE,KY,41042.0,http://www.strayer.edu/,STRAYER UNIVERSITY,39.011998768343794,-84.6293495915235,Success
491,9936,"2650 EASTPOINT PARKWAY, SUITE 100",LOUISVILLE,KY,40223.0,http://www.strayer.edu/,STRAYER UNIVERSITY,38.2845463,-85.50952120000001,Success
492,9550,333 THOMAS MORE PARKWAY,CRESTVIEW HILLS,HI,41017.0,http://www.thomasmore.edu/,THOMAS MORE COLLEGE,39.034253,-84.574476,Success
493,9548,"DAVIDSON HALL, ROOM 310, 106 EAST BRANDEIS STREET",LOUISVILLE,KY,40292.0,http://www.louisville.edu/,UNIVERSITY OF LOUISVILLE,38.231826,-85.669849,Success
494,7183,"63 QUARTERMASTER STREET - STE. 301, BUILDING 63,",FORT KNOX,KN,40121.0,http://www.louisville.edu/,UNIVERSITY OF LOUISVILLE - FORT KNOX,37.926575,-85.912788,Success
495,9906,1906 COLLEGE HEIGHTS BOULEVARD #11024,BOWLING GREEN,GR,42101.0,http://www.wku.edu/,WESTERN KENTUCKY UNIVERSITY,36.9867983527755,-86.45537474792259,Success
496,8845,"201 COMMUNITY COLLEGE DR RM 160, MAGNOLIA BLDG",BATON ROUGE,RO,70806.0,http://www.mybrcc.edu,BATON ROUGE COMMUNITY COLLEGE - MID-CITY CAMPUS,30.447682699999998,-91.137404,Success
497,8147,"6220 EAST TEXAS STREET, BUILDING D, ROOM 203",BOSSIER CITY,CI,71111.0,http://www.bpcc.edu/testingcenter,BOSSIER PARISH COMMUNITY COLLEGE,32.5382184550614,-93.6474111585393,Success
498,7287,723 DOUHET DRIVE ROOM 101,BARKSDALE AFB,AF,71111.0,http://www.bpcc.edu/testingcenter,BOSSIER PARISH COMMUNITY COLLEGE - BARKSDALE AFB,32.545307,-93.70476500000001,Success
499,7207,7460 COLORADO STREET,FT POLK,PO,71459.0,http://www.ctcd.edu/,CENTRAL TEXAS COLLEGE,30.995820000000002,-93.2469,Success
500,8327,"3864 SEVENTEENTH STREET, SUITE 100",METARIE,LA,70002.0,http://www.cuw.edu/,CONCORDIA UNIVERSITY WISCONSIN - NEW ORLEANS,30.008540399999998,-90.1719539,Success
501,8600,615 CITY PARK AVE,NEW ORLEANS,OR,70119.0,http://www.dcc.edu/,DELGADO COMMUNITY COLLEGE,29.974249,-90.087137,Success
502,9210,8100 HIGHWAY 71 SOUTH,ALEXANDRIA,LA,9121.0,http://www.lsua.edu/,LOUISIANA STATE UNIVERSITY AT ALEXANDRIA,31.293449100000004,-92.4701886,Success
